S17-IR-2010,(Dryad)
S17-IR-2010,Disco
S17-IR-2011,DL4j
S17-IR-2011,Solandra
S17-IR-2011,CloudStack
S17-IR-2011,Logstash
S17-IR-2011,Ansible
S17-IR-2012,GraphLab
S17-IR-2012,GFFS
S17-IR-2012,Lustre
S17-IR-2012,Reef
S17-IR-2012,Harp
S17-IR-2013,Flume
S17-IR-2013,OpenCV
S17-IR-2013,ORC
S17-IR-2013,VMware ESXi
S17-IR-2013,Hama
S17-IR-2014,Sqoop
S17-IR-2014,Pivotal
S17-IR-2014,Google MillWheel
S17-IR-2014,iRODS
S17-IR-2014,VoltDB
S17-IR-2015,Facebook Tupperware
S17-IR-2015,Neo4J
S17-IR-2015,Databus
S17-IR-2015,KeystoneML
S17-IR-2015,Rasdaman
S17-IR-2016,ActiveMQ
S17-IR-2016,OpenTOSCA
S17-IR-2016,Avro
S17-IR-2016,SaltStack
S17-IR-2016,Whirr
S17-IR-2017,Eduroam
S17-IR-2017,Potree
S17-IR-2017,Pivotal HD/Hawq
S17-IR-2017,Docker Compose
S17-IR-2017,OpenNebula
S17-IR-2018,CompLearn
S17-IR-2018,OpenID
S17-IR-2018,Cisco Intelligent Automation for Cloud
S17-IR-2018,Pentaho
S17-IR-2018,scikit-learn
S17-IR-2019,Oracle
S17-IR-2019,CNTK
S17-IR-2019,Twister
S17-IR-2019,NetCDF
S17-IR-2019,Oozie
S17-IR-2020,Summingbird
S17-IR-2020,Google F1
S17-IR-2020,Torque
S17-IR-2020,DataTurbine
S17-IR-2020,Scalding
S17-IR-2021,"Docker (Machine, Swarm)"
S17-IR-2021,Shark
S17-IR-2021,Ligra
S17-IR-2021,Redis
S17-IR-2021,Facebook Puma/Ptail/Scribe/ODS
S17-IR-2022,Sesame
S17-IR-2022,Pilot Jobs
S17-IR-2022,Red Hat OpenShift
S17-IR-2022,Google Pub Sub
S17-IR-2022,Boto
S17-IR-2023,SGE
S17-IR-2023,Marionette Collective
S17-IR-2023,Neptune
S17-IR-2023,Amazon Route 53
S17-IR-2023,Splunk
S17-IR-2024,Cobbler
S17-IR-2024,GraphX
S17-IR-2024,Memcached
S17-IR-2024,graphdb
S17-IR-2024,LDAP
S17-IR-2025,Graylog
S17-IR-2025,InCommon
S17-IR-2025,BlinkDB
S17-IR-2025,Moab
S17-IR-2025,Globus Tools
S17-IR-2026,Ceph
S17-IR-2026,CDF
S17-IR-2026,Jitterbit
S17-IR-2026,Naiad
S17-IR-2026,publish-subscribe: MPI
S17-IR-2027,DataNucleus
S17-IR-2027,Razor
S17-IR-2027,Twitter Heron
S17-IR-2027,Amazon RDS
S17-IR-2027,SAML OAuth
S17-IR-2028,Spark Streaming
S17-IR-2028,Libcloud
S17-IR-2028,Google Kubernetes
S17-IR-2028,mlpy
S17-IR-2028,Dokku
S17-IR-2029,Galois
S17-IR-2029,Slurm [Slu]
S17-IR-2029,Giraffe
S17-IR-2029,Azure Machine Learning
S17-IR-2029,Ninefold
S17-IR-2030,UIMA
S17-IR-2030,Jena
S17-IR-2030,Tycoon
S17-IR-2030,Azure Data Factory
S17-IR-2030,Google Cloud DataFlow
S17-IR-2031,Google Cloud Storage
S17-IR-2031,EclipseLink
S17-IR-2031,Torch
S17-IR-2031,Caffe
S17-IR-2031,Parquet
S17-IR-2032,AWS Elastic Beanstalk
S17-IR-2032,PolyBase
S17-IR-2032,Pivotal Greenplum
S17-IR-2032,Blazegraph
S17-IR-2032,S4
S17-IR-2033,Spark SQL
S17-IR-2033,LevelDB
S17-IR-2033,Google DataStore
S17-IR-2033,IBM System G
S17-IR-2033,CloudML
S17-IR-2034,rkt
S17-IR-2034,Heroku
S17-IR-2034,Pegasus
S17-IR-2034,Drill
S17-IR-2034,Titan:db
S17-IR-2035,ODBC/JDBC
S17-IR-2035,f4
S17-IR-2035,Oracle PGX
S17-IR-2035,Eucalyptus
S17-IR-2035,D3.js
S17-IR-2036,OpenStack Heat
S17-IR-2036,Saga
S17-IR-2036,Agave
S17-IR-2036,Storm
S17-IR-2036,JMS
S17-IR-2037,Public Cloud: Amazon SNS
S17-IR-2037,FTP
S17-IR-2037,HBase
S17-IR-2037,MQTT
S17-IR-2037,RCFile
S17-IR-2038,Terraform
S17-IR-2038,H2O
S17-IR-2038,KVM
S17-IR-2038,Cloud Foundry
S17-IR-2038,CloudBees
S17-IR-2039,TOSCA
S17-IR-2039,HTTP
S17-IR-2039,IBM BlueMix
S17-IR-2039,Google Omega
S17-IR-2039,Gluster
S17-IR-2040,Xcat
S17-IR-2040,DB2
S17-IR-2040,Engine Yard
S17-IR-2040,MLlib
S17-IR-2040,Accumulo
S17-IR-2041,IBM Watson
S17-IR-2041,Public Cloud: Amazon S3
S17-IR-2041,Kyoto/Tokyo Cabinet
S17-IR-2041,Elasticsearch
S17-IR-2041,Tajo
S17-IR-2042,PetSc
S17-IR-2042,Any2Api
S17-IR-2042,Espresso
S17-IR-2042,Giraph
S17-IR-2042,Pregel
S17-IR-2044,AllegroGraph
S17-IR-2044,Theano
S17-IR-2044,Atmosphere
S17-IR-2044,Granules
S17-IR-2044,HDFS
S17-TS-0001,Mahout
S17-TS-0001,Tika
S17-TS-0003,HCatalog
S17-TS-0004,Foreman
S17-TS-0005,Genesis
S17-TS-0006,Presto
S17-TS-0007,Nagios
